Level,Damage,Level,Health,Level,HPregen,Level,DefAbs,Level,Damage / Meter,Level,Lifesteal,,,,
1344,159934.937,1344,25574810.7096105,1344,4663769.18499832,1344,1201202.63094849,,,,,,,,
1345,160248.925,1345,25626632.068171,1345,4679119.22299924,1345,1203617.92924819,,,,,,,,
1346,160563.4008,1346,25678519.3467298,1346,4694502.13500015,1346,1206036.6082318,,,,,,,,
1347,160878.3605,1347,25730474.6052866,1347,4709917.94799725,1347,1208458.79434695,,,,,,,,
1348,161193.808,1348,25782491.6638417,1348,4725366.96399817,1348,1210884.34507003,,,,,,,,
1349,161509.7395,1349,25834580.8223948,1349,4740849.19299908,1349,1213313.45039692,,,,,,,,
1350,161826.1575,1350,25886731.7809463,1350,4756364.314,1350,1215745.90410049,,,,,,,,
1351,162143.062,1351,25938954.8394957,1351,4771912.9769971,1351,1218181.89612486,,,,,,,,
1352,162460.453,1352,25991239.6980433,1352,4787494.84299802,1352,1220621.34569513,,,,,,,,
1353,162778.3293,1353,26043594.5965891,1353,4803109.61099893,1353,1223064.27634042,,,,,,,,
1354,163096.692,1354,26096011.2951331,1354,4818757.91099985,1354,1225510.64798981,,,,,,,,
1355,163415.5413,1355,26148500.0936751,1355,4834439.41399695,1355,1227960.56727641,,,,,,,,
1356,163734.877,1356,26201054.8122153,1356,4850154.45899786,1356,1230413.89141781,,,,,,,,
1357,164054.7005,1357,26253673.3907537,1357,4865902.71599878,1357,1232870.74644759,,,,,,,,
1358,164375.0093,1358,26306362.0092902,1358,4881684.5059997,1358,1235331.09383559,,,,,,,,
1359,164695.8058,1359,26359114.4878249,1359,4897499.82800061,1359,1237794.89335562,,,,,,,,
1360,165017.0888,1360,26411932.8863578,1360,4913348.68299771,1360,1240262.189478,,,,,,,,
1361,165338.8595,1361,26464821.3248887,1361,4929230.75899863,1361,1242733.02518407,,,,,,,,
1362,165661.1168,1362,26517775.6834178,1362,4945146.68799954,1362,1245207.36158136,,,,,,,,
1363,165983.8605,1363,26570798.021945,1363,4961095.82000046,1363,1247685.17974722,,,,,,,,
1364,166307.092,1364,26623886.2804704,1364,4977078.81299756,1364,1250166.46044843,,,,,,,,
1365,166630.8113,1365,26677040.4589939,1365,4993095.33899847,1365,1252651.33105228,,,,,,,,
1366,166955.0183,1366,26730264.6775155,1366,5009145.72699939,1366,1255139.68942859,,,,,,,,
1367,167279.7118,1367,26783552.7560353,1367,5025229.95800031,1367,1257631.53733714,,,,,,,,
1368,167604.8943,1368,26836910.8745532,1368,5041347.73999741,1368,1260126.98104871,,,,,,,,
1369,167930.5633,1369,26890332.8530693,1369,5057499.04499832,1369,1262625.89712963,,,,,,,,
1370,168256.72,1370,26943824.8715835,1370,5073684.53199924,1370,1265128.30843614,,,,,,,,
1371,168583.3658,1371,26997382.8100958,1371,5089903.86200015,1371,1267634.32134255,,,,,,,,
1372,168910.4993,1372,27051006.6686063,1372,5106156.73399725,1372,1270143.83320111,,,,,,,,
1373,169238.1205,1373,27104700.5671148,1373,5122443.78699817,1373,1272656.82467511,,,,,,,,
1374,169566.2295,1374,27158460.3856215,1374,5138764.70299909,1374,1275173.42323534,,,,,,,,
1375,169894.8275,1375,27212288.1841264,1375,5155119.772,1375,1277693.52613054,,,,,,,,
1376,170223.9133,1376,27266181.9026294,1376,5171508.7119971,1376,1280217.15632046,,,,,,,,
1377,170553.488,1377,27320145.6611304,1377,5187931.82499802,1377,1282744.35647592,,,,,,,,
1378,170883.5518,1378,27374175.3396297,1378,5204388.79899893,1378,1285275.17054963,,,,,,,,
1379,171214.1033,1379,27428270.938127,1379,5220879.94599985,1379,1287809.47479737,,,,,,,,
1380,171545.145,1380,27482436.5766225,1380,5237405.27499695,1380,1290347.31317187,,,,,,,,
1381,171876.672,1381,27536670.195116,1381,5253964.76699786,1381,1292888.66633642,,,,,,,,
1382,172208.6905,1382,27590969.7336078,1382,5270558.12999878,1382,1295433.72325174,,,,,,,,
1383,172541.198,1383,27645337.2520976,1383,5287186.30499969,1383,1297982.1939656,,,,,,,,
1384,172874.1945,1384,27699774.8105855,1384,5303848.33300061,1384,1300534.28863874,,,,,,,,
1385,173207.68,1385,27754276.2290716,1385,5320544.86299771,1385,1303089.98752038,,,,,,,,
1386,173541.6545,1386,27808847.6875558,1386,5337275.56499863,1386,1305649.20936979,,,,,,,,
1387,173876.118,1387,27863485.0660381,1387,5354040.76899954,1387,1308212.03853316,,,,,,,,
1388,174211.073,1388,27918192.4845185,1388,5370840.47500046,1388,1310778.39397681,,,,,,,,
1389,174546.5145,1389,27972965.8229971,1389,5387674.36299756,1389,1313348.3810399,,,,,,,,
1390,174882.4475,1390,28027809.2014737,1390,5404543.06299847,1390,1315921.98038569,,,,,,,,
1391,175218.8695,1391,28082720.5599484,1391,5421445.92599939,1391,1318499.11015238,,,,,,,,
1392,175555.7805,1392,28137697.8384213,1392,5438383.31000031,1392,1321079.77220326,,,,,,,,
1393,175893.183,1393,28192743.0968924,1393,5455355.50599741,1393,1323664.09328451,,,,,,,,
1394,176231.0745,1394,28247858.3953614,1394,5472362.19499832,1394,1326251.99004534,,,,,,,,
1395,176569.4575,1395,28303041.6738286,1395,5489403.38499924,1395,1328843.548942,,,,,,,,
1396,176908.3295,1396,28358290.8722939,1396,5506479.39800015,1396,1331438.64591973,,,,,,,,
1397,177247.6905,1397,28413610.1107574,1397,5523590.23199725,1397,1334037.36553173,,,,,,,,
1398,177587.543,1398,28468995.2692189,1398,5540735.55899817,1398,1336639.62591619,,,,,,,,
1399,177927.8845,1399,28524452.5276785,1399,5557915.69799908,1399,1339245.51162633,,,,,,,,
1400,178268.7175,1400,28579975.7061362,1400,5575130.358,1400,1341855.02431841,,,,,,,,
1401,178610.042,1401,28635568.924592,1401,5592380.1409971,1401,1344468.1245306,,,,,,,,
1402,178951.8555,1402,28691228.063046,1402,5609664.75499802,1402,1347084.89491309,,,,,,,,
1403,179294.1605,1403,28746955.1814981,1403,5626984.17199893,1403,1349705.17261014,,,,,,,,
1404,179636.957,1404,28802752.3399482,1404,5644338.74099985,1404,1352329.16577593,,,,,,,,
1405,179980.2425,1405,28858619.5383964,1405,5661728.13099695,1405,1354956.70965169,,,,,,,,
1406,180324.022,1406,28914552.6568427,1406,5679152.65399786,1406,1357587.97148055,,,,,,,,
1407,180668.288,1407,28970553.7552872,1407,5696611.68799878,1407,1360222.74600679,,,,,,,,
1408,181013.048,1408,29026624.8937297,1408,5714105.85399969,1408,1362861.24138458,,,,,,,,
1409,181358.2995,1409,29082766.0721703,1409,5731635.80300061,1409,1365503.33335211,,,,,,,,
1410,181704.0425,1410,29138973.170609,1410,5749200.26199771,1410,1368149.02505461,,,,,,,,
1411,182050.2745,1411,29195248.2490458,1411,5766799.85399863,1411,1370798.35843825,,,,,,,,
1412,182397.0005,1412,29251597.4874806,1412,5784434.58799954,1412,1373451.37693819,,,,,,,,
1413,182744.2155,1413,29308008.5259137,1413,5802105.10400046,1413,1376107.99761772,,,,,,,,
1414,183091.9245,1414,29364493.7243447,1414,5819810.12199756,1414,1378768.22279393,,,,,,,,
1415,183440.125,1415,29421042.782774,1415,5837550.91199847,1415,1381432.09482707,,,,,,,,
1416,183788.817,1416,29477666.0012012,1416,5855326.84399939,1416,1384099.69806332,,,,,,,,
1417,184137.998,1417,29534353.0796266,1417,5873138.56800031,1417,1386770.86712281,,,,,,,,
1418,184487.673,1418,29591110.19805,1418,5890984.80199741,1418,1389445.72957985,,,,,,,,
1419,184837.842,1419,29647939.4164715,1419,5908866.79999832,1419,1392124.24344851,,,,,,,,
1420,185188.5,1420,29704834.5548911,1420,5926784.59799924,1420,1394806.36798504,,,,,,,,
1421,185539.652,1421,29761799.7333088,1421,5944737.52000015,1421,1397492.14811356,,,,,,,,
1422,185891.2955,1422,29818834.9517245,1422,5962726.24199725,1422,1400181.70760231,,,,,,,,
1423,186243.433,1423,29875938.1501384,1423,5980750.09599817,1423,1402874.75726343,,,,,,,,
1424,186596.0595,1424,29933111.3885503,1424,5998809.72399908,1424,1405571.59046517,,,,,,,,
1425,186949.18,1425,29990350.5469604,1425,6016904.502,1425,1408272.08211758,,,,,,,,
1426,187302.7945,1426,30047659.7453685,1426,6035035.7119971,1426,1410976.15118698,,,,,,,,
1427,187656.9005,1427,30105041.0437746,1427,6053202.07199802,1427,1413684.00669543,,,,,,,,
1428,188011.498,1428,30162492.3821788,1428,6071404.20599893,1428,1416395.48239519,,,,,,,,
1429,188366.592,1429,30220009.6405811,1429,6089642.11199985,1429,1419110.58081037,,,,,,,,
1430,188722.175,1430,30277596.9389815,1430,6107915.81799695,1430,1421829.46939117,,,,,,,,
1431,189078.252,1431,30335254.27738,1431,6126225.29799786,1431,1424551.98188983,,,,,,,,
1432,189434.823,1432,30392981.6557765,1432,6144570.56799878,1432,1427278.12041641,,,,,,,,
1433,189791.888,1433,30450774.9541712,1433,6162951.61999969,1433,1430007.96720705,,,,,,,,
1434,190149.4445,1434,30508642.4125638,1434,6181368.45400061,1434,1432741.56884211,,,,,,,,
1435,190507.495,1435,30566575.7909546,1435,6199821.71999771,1435,1435478.79770754,,,,,,,,
1436,190866.037,1436,30624583.3293433,1436,6218310.75799863,1436,1438219.69827365,,,,,,,,
1437,191225.073,1437,30682654.7277303,1437,6236835.57799954,1437,1440964.39687254,,,,,,,,
1438,191584.6055,1438,30740800.2861152,1438,6255396.19800046,1438,1443712.68572438,,,,,,,,
1439,191944.6295,1439,30799011.7644982,1439,6273993.24999756,1439,1446464.69198938,,,,,,,,
1440,192305.145,1440,30857293.2828794,1440,6292626.71399847,1440,1449220.45678562,,,,,,,,
1441,192666.157,1441,30915646.9012585,1441,6311295.32999939,1441,1451979.85626535,,,,,,,,
1442,193027.663,1442,30974070.5596356,1442,6330000.99800031,1442,1454743.01845669,,,,,,,,
1443,193389.663,1443,31032560.138011,1443,6348742.45799741,1443,1457509.81698777,,,,,,,,
1444,193752.1545,1444,31091123.8763843,1444,6367520.35799832,1444,1460280.33790078,,,,,,,,
1445,194115.1425,1445,31149755.5947557,1445,6386334.00199924,1445,1463054.62314189,,,,,,,,
1446,194478.622,1446,31208457.3531251,1446,6405184.11600015,1446,1465832.59084931,,,,,,,,
1447,194842.598,1447,31267227.0914927,1447,6424070.64199725,1447,1468614.28342302,,,,,,,,
1448,195207.068,1448,31326070.9898582,1448,6442993.57999817,1448,1471399.66053335,,,,,,,,
1449,195572.032,1449,31384978.7482219,1449,6461952.96799908,1449,1474188.80569835,,,,,,,,
1450,195937.49,1450,31443960.6665835,1450,6480948.77,1450,1476981.55436628,,,,,,,,
1451,196303.4445,1451,31503012.6249433,1451,6499980.3619971,1451,1479778.11555919,,,,,,,,
1452,196669.893,1452,31562134.623301,1452,6519049.02599802,1452,1482578.44811928,,,,,,,,
1453,197036.833,1453,31621326.6616569,1453,6538154.10199893,1453,1485382.38666667,,,,,,,,
1454,197404.272,1454,31680584.6200109,1454,6557295.62799985,1454,1488190.14105154,,,,,,,,
1455,197772.2025,1455,31739918.7983627,1455,6576474.18799695,1455,1491001.58659802,,,,,,,,
1456,198140.6295,1456,31799318.8967128,1456,6595688.55799786,1456,1493816.8076523,,,,,,,,
1457,198509.5505,1457,31858795.2150607,1457,6614939.97999878,1457,1496635.76351038,,,,,,,,
1458,198878.968,1458,31918337.4534068,1458,6634228.4939997,1458,1499458.41425663,,,,,,,,
1459,199248.8795,1459,31977949.731751,1459,6653552.7779968,1459,1502284.75989106,,,,,,,,
1460,199619.285,1460,32037632.0500932,1460,6672914.15399771,1460,1505114.96827791,,,,,,,,
1461,199990.187,1461,32097386.4684334,1461,6692312.56199863,1461,1507948.83250518,,,,,,,,
1462,200361.5855,1462,32157210.9267716,1462,6711747.42199954,1462,1510786.43816125,,,,,,,,
1463,200733.478,1463,32217105.425108,1463,6731219.33400046,1463,1513627.86582599,,,,,,,,
1464,201105.867,1464,32277069.9634423,1464,6750728.33599756,1464,1516472.95264366,,,,,,,,
1465,201478.75,1465,32337106.6017747,1465,6770273.74999847,1465,1519321.82325038,,,,,,,,
1466,201852.1295,1466,32397213.2801051,1466,6789856.23599939,1466,1522174.52170238,,,,,,,,
1467,202226.0055,1467,32457389.9984336,1467,6809475.79200031,1467,1525030.92249569,,,,,,,,
1468,202600.3755,1468,32517640.87676,1468,6829132.40199741,1468,1527891.02728655,,,,,,,,
1469,202975.242,1469,32577955.6150846,1469,6848825.46199832,1469,1530754.91917895,,,,,,,,
1470,203350.605,1470,32638344.5134072,1470,6868556.23399924,1470,1533622.55995327,,,,,,,,
1471,203726.4645,1471,32698803.4517279,1471,6888323.43600015,1471,1536494.03188539,,,,,,,,
1472,204102.818,1472,32759336.5500464,1472,6908128.32999725,1472,1539369.16955569,,,,,,,,
1473,204479.6705,1473,32819935.5683632,1473,6927970.29599817,1473,1542248.22314402,,,,,,,,
1474,204857.017,1474,32880608.7466779,1474,6947849.33399908,1474,1545130.94665091,,,,,,,,
1475,205234.86,1475,32941349.9049907,1475,6967765.462,1475,1548017.41982809,,,,,,,,
1476,205613.1995,1476,33002165.2233014,1476,6987719.2819971,1476,1550907.72913182,,,,,,,,
1477,205992.0355,1477,33063048.5216103,1477,7007709.53399802,1477,1553801.71001035,,,,,,,,
1478,206371.368,1478,33124005.979917,1478,7027738.13599893,1478,1556699.57020379,,,,,,,,
1479,206751.197,1479,33185031.418222,1479,7047803.15199985,1479,1559601.14433228,,,,,,,,
1480,207131.5225,1480,33246131.0165248,1480,7067905.89799695,1480,1562506.5570717,,,,,,,,
1481,207512.347,1481,33307298.5948257,1481,7088046.35399786,1481,1565415.72776265,,,,,,,,
1482,207893.6655,1482,33368540.3331246,1482,7108223.90199878,1482,1568328.69801678,,,,,,,,
1483,208275.4805,1483,33429850.0514216,1483,7128439.1219997,1483,1571245.42622246,,,,,,,,
1484,208657.7945,1484,33491233.9297166,1484,7148691.4339968,1484,1574165.95813193,,,,,,,,
1485,209040.605,1485,33552685.7880096,1485,7168981.45599771,1485,1577090.24882107,,,,,,,,
1486,209423.912,1486,33614211.8063006,1486,7189309.18999863,1486,1580018.38474613,,,,,,,,
1487,209807.7155,1487,33675807.8645897,1487,7209674.61599954,1487,1582950.24205936,,,,,,,,
1488,210192.018,1488,33737478.0828767,1488,7230077.13200046,1488,1585885.94543664,,,,,,,,
1489,210576.8145,1489,33799214.2211618,1489,7250517.35999756,1489,1588825.45496234,,,,,,,,
1490,210962.11,1490,33861024.5194449,1490,7270995.91999847,1490,1591768.81220832,,,,,,,,
1491,211347.9045,1491,33922906.917726,1491,7291511.58999939,1491,1594715.89415499,,,,,,,,
1492,211734.1955,1492,33984859.3560052,1492,7312065.5920003,1492,1597666.78307819,,,,,,,,
1493,212120.983,1493,34046885.9542823,1493,7332656.66399741,1493,1600621.44158644,,,,,,,,
1494,212508.2695,1494,34108978.4725575,1494,7353286.08799832,1494,1603579.99183149,,,,,,,,
1495,212896.0525,1495,34171149.2708306,1495,7373953.22399924,1495,1606542.26926158,,,,,,,,
1496,213284.3345,1496,34233385.9891019,1496,7394658.07200015,1496,1609508.40020884,,,,,,,,
1497,213673.113,1497,34295698.927371,1497,7415401.28999725,1497,1612478.38550139,,,,,,,,
1498,214062.3905,1498,34358081.9056382,1498,7436182.19999817,1498,1615452.18356736,,,,,,,,
1499,214452.167,1499,34420534.9239035,1499,7457000.83999908,1499,1618429.712959,,,,,,,,
1500,214842.53,1500,34483062.1021667,1500,7477857.812,1500,1621411.09835219,,,,,,,,
1501,215233.6032,1501,34545661.3804278,1501,7498752.5139971,1501,1624396.38293529,,,,,,,,
1502,215625.4046,1502,34608328.6386871,1502,7519685.58799802,1502,1627385.44207218,,,,,,,,
1503,216017.9486,1503,34671067.9969444,1503,7540656.97399893,1503,1630378.31812312,,,,,,,,
1504,216411.2438,1504,34733889.7551994,1504,7561666.09199985,1504,1633374.92964036,,,,,,,,
1505,216805.2947,1505,34796769.1934528,1505,7582712.91999695,1505,1636375.48440376,,,,,,,,
1506,217200.1119,1506,34859731.0317039,1506,7603798.75799786,1506,1639379.77546158,,,,,,,,
1507,217595.6955,1507,34922758.7899532,1507,7624922.30799878,1507,1642388.01142182,,,,,,,,
1508,217992.0524,1508,34985860.7082005,1508,7646084.8299997,1508,1645400.02856085,,,,,,,,
1509,218389.1838,1509,35049036.7864456,1509,7667285.0839968,1509,1648415.82435455,,,,,,,,
1510,218787.0984,1510,35112278.784689,1510,7688523.66799771,1510,1651435.56836317,,,,,,,,
1511,219185.797,1511,35175594.9429302,1511,7709800.64199863,1511,1654459.0943787,,,,,,,,
1512,219585.28,1512,35238985.2611694,1512,7731115.96799954,1512,1657486.44393328,,,,,,,,
1513,219985.5552,1513,35302449.7394066,1513,7752469.62600046,1513,1660517.66108315,,,,,,,,
1514,220386.6202,1514,35365980.1376419,1514,7773862.29399756,1514,1663552.70508457,,,,,,,,
1515,220788.4824,1515,35429584.6958752,1515,7795293.31399847,1515,1666591.61502502,,,,,,,,
1516,221191.1391,1516,35493271.6541061,1516,7816762.70399939,1516,1669634.35347327,,,,,,,,
1517,221594.5976,1517,35557016.2923355,1517,7838270.42600031,1517,1672680.96282931,,,,,,,,
1518,221998.8574,1518,35620843.3305626,1518,7859816.51799741,1518,1675731.39903689,,,,,,,,
1519,222403.9204,1519,35684736.2887878,1519,7881401.60199832,1519,1678785.74851251,,,,,,,,
1520,222809.7886,1520,35748711.6470108,1520,7903025.67799924,1520,1681843.88744818,,,,,,,,
1521,223216.4637,1521,35812752.9252319,1521,7924688.10400015,1521,1684905.85654789,,,,,,,,
1522,223623.9474,1522,35876860.1234512,1522,7946388.90199725,1522,1687971.78297189,,,,,,,,
1523,224032.244,1523,35941049.7216682,1523,7968129.32999817,1523,1691041.50051218,,,,,,,,
1524,224441.3524,1524,36005305.2398834,1524,7989907.48799908,1524,1694115.13463301,,,,,,,,
1525,224851.2743,1525,36069634.9180965,1525,8011724.62,1525,1697192.51912639,,,,,,,,
1526,225262.0137,1526,36134038.7563076,1526,8033581.3999971,1526,1700273.8626003,,,,,,,,
1527,225673.5668,1527,36198516.7545166,1527,8055476.53399802,1527,1703359.08526326,,,,,,,,
1528,226085.9428,1528,36263068.9127235,1528,8077410.67599893,1528,1706448.143059,,,,,,,,
1529,226499.1378,1529,36327686.9909287,1529,8099383.15199985,1529,1709541.03764379,,,,,,,,
1530,226913.1508,1530,36392379.2291317,1530,8121395.29599695,1530,1712637.81141763,,,,,,,,
1531,227327.9904,1531,36457145.6273327,1531,8143446.39399786,1531,1715738.54914074,,,,,,,,
1532,227743.6529,1532,36521994.4255314,1532,8165535.89999878,1532,1718843.12530915,,,,,,,,
1533,228160.1395,1533,36586900.9037285,1533,8187665.6399997,1533,1721951.58563535,,,,,,,,
1534,228577.4514,1534,36651889.7819233,1534,8209833.1279968,1534,1725063.88440685,,,,,,,,
1535,228995.5946,1535,36716944.5801163,1535,8232040.86999771,1535,1728180.02327988,,,,,,,,
1536,229414.5654,1536,36782081.778307,1536,8254286.99999863,1536,1731300.1718147,,,,,,,,
1537,229834.3698,1537,36847284.8964958,1537,8276572.10399954,1537,1734424.12136357,,,,,,,,
1538,230254.9988,1538,36912562.1746826,1538,8298896.85600046,1538,1737551.99912647,,,,,,,,
1539,230676.4635,1539,36977913.6128674,1539,8321261.24199756,1539,1740683.67624717,,,,,,,,
1540,231098.7649,1540,37043339.21105,1540,8343664.63599847,1540,1743819.3679984,,,,,,,,
1541,231521.894,1541,37108838.9692307,1541,8366107.02199939,1541,1746958.90316367,,,,,,,,
1542,231945.8617,1542,37174404.6474094,1542,8388589.0400003,1542,1750102.28505548,,,,,,,,
1543,232370.669,1543,37240052.7255859,1543,8411110.70799741,1543,1753249.63917784,,,,,,,,
1544,232796.3069,1544,37305766.7237606,1544,8433671.36599832,1544,1756400.75692273,,,,,,,,
1545,233222.7911,1545,37371554.8819332,1545,8456271.67599924,1545,1759555.84855442,,,,,,,,
1546,233650.1077,1546,37437425.4401035,1546,8478910.95800015,1546,1762714.91407289,,,,,,,,
1547,234078.2674,1547,37503353.6782722,1547,8501590.56799725,1547,1765877.82797415,,,,,,,,
1548,234507.2713,1548,37569372.5564384,1548,8524309.13199817,1548,1769044.63431445,,,,,,,,
1549,234937.115,1549,37635449.114603,1549,8547067.36399908,1549,1772215.37545404,,,,,,,,
1550,235367.7994,1550,37701608.0727654,1550,8569865.21,1550,1775390.05143266,,,,,,,,
1551,235799.3304,1551,37767841.1909256,1551,8592702.7239971,1551,1778568.53836283,,,,,,,,
1552,236231.7037,1552,37834148.4690838,1552,8615579.86999802,1552,1781751.00249229,,,,,,,,
1553,236664.9251,1553,37900521.6672401,1553,8638496.62799893,1553,1784937.44547728,,,,,,,,
1554,237098.9904,1554,37966977.2653942,1554,8661453.05599985,1554,1788127.66036607,,,,,,,,
1555,237533.9053,1555,38033498.7835464,1555,8684449.75399695,1555,1791321.85576664,,,,,,,,
1556,237969.6707,1556,38100102.7016964,1556,8707486.10399786,1556,1794519.98762275,,,,,,,,
1557,238406.2822,1557,38166772.5398445,1557,8730562.08399878,1557,1797722.0185429,,,,,,,,
1558,238843.7406,1558,38233516.5379906,1558,8753677.7139997,1558,1800928.03163108,,,,,,,,
1559,239282.0565,1559,38300334.6961346,1559,8776832.9759968,1559,1804137.90303956,,,,,,,,
1560,239721.2157,1560,38367235.2542763,1560,8800029.16799771,1560,1807351.67351207,,,,,,,,
1561,240161.2289,1561,38434201.7324162,1561,8823264.35199863,1561,1810569.38706513,,,,,,,,
1562,240602.0967,1562,38501242.370554,1562,8846540.46599954,1562,1813791.08444246,,,,,,,,
1563,241043.8199,1563,38568357.1686897,1563,8869855.59000046,1563,1817016.64179634,,,,,,,,
1564,241486.3941,1564,38635546.1268234,1564,8893210.98599756,1564,1820246.22703075,,,,,,,,
1565,241929.8249,1565,38702809.2449551,1565,8916606.65199848,1565,1823479.67555421,,,,,,,,
1566,242374.113,1566,38770146.5230846,1566,8940042.60999939,1566,1826717.0671582,,,,,,,,
1567,242819.254,1567,38837557.9612122,1567,8963518.85800031,1567,1829958.36279498,,,,,,,,
1568,243265.2537,1568,38905043.5593376,1568,8987034.73599741,1568,1833203.64888104,,,,,,,,
1569,243712.1075,1569,38972603.317461,1569,9010590.90599832,1569,1836452.88136014,,,,,,,,
1570,244159.8261,1570,39040237.2355824,1570,9034187.34599924,1570,1839706.02118453,,,,,,,,
1571,244608.4001,1571,39107945.3137016,1571,9057824.07600015,1571,1842963.06835421,,,,,,,,
1572,245057.8351,1572,39175727.5518188,1572,9081501.73799725,1572,1846224.14667718,,,,,,,,
1573,245508.1267,1573,39243583.949934,1573,9105218.38999817,1573,1849489.09160168,,,,,,,,
1574,245959.2805,1574,39311514.5080471,1574,9128976.61199909,1574,1852758.07103171,,,,,,,,
1575,246411.2971,1575,39379519.2261581,1575,9152775.106,1575,1856030.91871954,,,,,,,,
1576,246864.177,1576,39447598.1042671,1576,9176613.2499971,1576,1859307.71776915,,,,,,,,
1577,247317.9208,1577,39515751.142374,1577,9200492.32599802,1577,1862588.55298055,,,,,,,,
1578,247772.5239,1578,39583978.3404789,1578,9224411.67199893,1578,1865873.25644974,,,,,,,,
1579,248227.9972,1579,39652279.6985817,1579,9248371.94799985,1579,1869161.91459321,,,,,,,,
1580,248684.331,1580,39720663.4566822,1580,9272372.51399695,1580,1872454.61055471,,,,,,,,
1581,249141.5309,1581,39789113.1347809,1581,9296413.35199787,1581,1875751.26119051,,,,,,,,
1582,249599.5973,1582,39857636.9728775,1582,9320495.11999878,1582,1879051.78505284,,,,,,,,
1583,250058.526,1583,39926234.9709721,1583,9344617.8179997,1583,1882356.30598946,,,,,,,,
1584,250518.3273,1584,39994915.3690643,1584,9368780.80799679,1584,1885664.82400036,,,,,,,,
1585,250978.9918,1585,40063661.6871548,1585,9392984.68799771,1585,1888977.34405429,,,,,,,,
1586,251440.53,1586,40132490.4052429,1586,9417228.87799863,1586,1892293.81878251,,,,,,,,
1587,251902.9324,1587,40201385.0433292,1587,9441514.63999954,1587,1895614.17004977,,,,,,,,
1588,252366.2045,1588,40270362.0814133,1588,9465840.67200046,1588,1898938.56410382,,,,,,,,
1589,252830.3468,1589,40339413.2794952,1589,9490207.63399756,1589,1902266.9178009,,,,,,,,
1590,253295.3648,1590,40408530.3975754,1590,9514615.50799847,1590,1905599.19209327,,,,,,,,
1591,253761.249,1591,40477729.9156532,1591,9539064.32999939,1591,1908935.55153267,,,,,,,,
1592,254228.0048,1592,40547003.593729,1592,9563554.0640003,1592,1912275.78585485,,,,,,,,
1593,254695.6328,1593,40616351.4318028,1593,9588084.10799741,1593,1915620.11029282,,,,,,,,
1594,255164.1335,1594,40685781.6698742,1594,9612655.68399832,1594,1918968.35532608,,,,,,,,
1595,255633.5072,1595,40755277.8279438,1595,9637268.18999924,1595,1922320.56497112,,,,,,,,
1596,256103.7543,1596,40824848.1460114,1596,9661922.28600015,1596,1925676.77831545,,,,,,,,
1597,256574.8756,1597,40894500.8640766,1597,9686616.65199726,1597,1929036.99867156,,,,,,,,
1598,257046.8764,1598,40964219.50214,1598,9711352.56999817,1598,1932401.18363945,,,,,,,,
1599,257519.747,1599,41034020.5402012,1599,9736129.41799908,1599,1935769.29251514,,,,,,,,
1600,257993.4929,1600,41103895.7382603,1600,9760947.856,1600,1939141.4948191,,,,,,,,
1601,258468.1147,1601,41173845.0963173,1601,9785807.20400091,1601,1942517.66173485,,,,,,,,
1602,258943.6177,1602,41243868.6143723,1602,9810708.12400183,1602,1945897.79827089,,,,,,,,
1603,259419.9973,1603,41313966.2924252,1603,9835649.97399512,1603,1949281.9825227,,,,,,,,
1604,259897.2491,1604,41384146.3704758,1604,9860632.75399603,1604,1952670.1804113,,,,,,,,
1605,260375.3837,1605,41454392.3685246,1605,9885657.08399695,1605,1956062.26312019,,,,,,,,
1606,260854.3959,1606,41524712.5265713,1606,9910723.62599787,1606,1959458.35615337,,,,,,,,
1607,261334.2916,1607,41595115.0846157,1607,9935830.45799878,1607,1962858.42042332,,,,,,,,
1608,261815.0611,1608,41665591.8026581,1608,9960979.49999969,1608,1966262.70693806,,,,,,,,
1609,262296.7099,1609,41736142.6806984,1609,9986169.47200061,1609,1969670.79516908,,,,,,,,
1610,262779.2432,1610,41806775.9587364,1610,10011400.9960015,1610,1973082.90034939,,,,,,,,
1611,263262.6567,1611,41877475.1567726,1611,10036674.7479948,1611,1976499.18537447,,,,,,,,
1612,263746.9504,1612,41948256.7548065,1612,10061989.4319957,1612,1979919.27542835,,,,,,,,
1613,264232.1252,1613,42019112.5128384,1613,10087345.6479966,1613,1983343.54863951,,,,,,,,
1614,264718.1861,1614,42090042.4308681,1614,10112743.4719976,1614,1986771.71499195,,,,,,,,
1615,265205.1289,1615,42161046.5088959,1615,10138182.8459985,1615,1990203.97970167,,,,,,,,
1616,265692.9533,1616,42232124.7469215,1616,10163664.4319994,1616,1993640.13424018,,,,,,,,
1617,266181.6605,1617,42303285.3849449,1617,10189187.5680003,1617,1997080.39044847,,,,,,,,
1618,266671.2554,1618,42374511.9429665,1618,10214752.2940012,1618,2000524.70931854,,,,,,,,
1619,267161.7333,1619,42445820.9009857,1619,10240358.5900021,1619,2003973.04513789,,,,,,,,
1620,267653.0949,1620,42517212.2590027,1620,10266007.1159954,1620,2007425.35881903,,,,,,,,
1621,268145.3405,1621,42588669.5370178,1621,10291697.1539963,1621,2010881.68944945,,,,,,,,
1622,268638.4755,1622,42660200.9750309,1622,10317429.4419973,1622,2014342.08936666,,,,,,,,
1623,269132.495,1623,42731814.8130417,1623,10343203.2799982,1623,2017806.42143315,,,,,,,,
1624,269627.4048,1624,42803502.8110504,1624,10369019.3479991,1624,2021274.81616142,,,,,,,,
