,Damage,Health,Health Regen,Defense Absolute,Damage / Meter,Lifesteal,,Damage,Rend Armor,Critical Factor,Damage/Meter,Super Crit Mult,Attack Speed,Health,Health Regen,Defense Absolute,Land Mine Damage,Wall Health,Orb Size,Cash Bonus,Coin Bonus,Cells / Kill Bonus,Free Upgrades,Recovery Package,Enemy Level Skip
,2233.893,69017.940348519,744.324617073059,3004.47958543848,49.59999847,,,36335231950108200,36335231950108200,36335231950108200,36335231950108200,36335231950108200,,36335231950108200,36335231950108200,36335231950108200,36335231950108200,36335231950108200,72932030928112700000,36335231950108200,72932030928112700000,72932030928112700000,,36335231950108200,
,2260.332,70250.8744548969,756.019468597412,3054.99198133674,49.80000305,,,37762743664515500,37762743664515500,37762743664515500,37762743664515500,37762743664515500,,37762743664515500,37762743664515500,37762743664515500,37762743664515500,37762743664515500,76108859685817000000,37762743664515500,76108859685817000000,76108859685817000000,,37762743664515500,
,2286.925,71497.697467139,767.820562309265,3106.03416520641,50,,,39235045453915500,39235045453915500,39235045453915500,39235045453915500,39235045453915500,,39235045453915500,39235045453915500,39235045453915500,39235045453915500,39235045453915500,79398941481098500000,39235045453915500,79398941481098500000,79398941481098500000,,39235045453915500,
,2313.672,72758.4496196192,779.728320083618,3157.60808479736,50.20000076,,,40753200432788500,40753200432788500,40753200432788500,40753200432788500,40753200432788500,,40753200432788500,40753200432788500,40753200432788500,40753200432788500,40753200432788500,82805433453631600000,40753200432788500,82805433453631600000,82805433453631600000,,40753200432788500,
,2340.573,74033.2274748348,791.742952857971,3209.71633710948,50.40000153,,,42318298422018600,42318298422018600,42318298422018600,42318298422018600,42318298422018600,,42318298422018600,42318298422018600,42318298422018600,42318298422018600,42318298422018600,86331592474017800000,42318298422018600,86331592474017800000,86331592474017800000,,42318298422018600,
,2367.628,75322.0712671597,803.864671569824,3262.36054526766,50.59999847,,,43931416365533300,43931416365533300,43931416365533300,43931416365533300,43931416365533300,,43931416365533300,43931416365533300,43931416365533300,43931416365533300,43931416365533300,89980671198932500000,43931416365533300,89980671198932500000,89980671198932500000,,43931416365533300,
,2394.837,76625.0614653416,816.093827781677,3315.54330627177,50.80000305,,,45593674818427100,45593674818427100,45593674818427100,45593674818427100,45593674818427100,,45593674818427100,45593674818427100,45593674818427100,45593674818427100,45593674818427100,93756067799622000000,45593674818427100,93756067799622000000,93756067799622000000,,45593674818427100,
,2422.2,77942.254397504,828.43063243103,3369.26624324673,51,,,47306202125244300,47306202125244300,47306202125244300,47306202125244300,47306202125244300,,47306202125244300,47306202125244300,47306202125244300,47306202125244300,47306202125244300,97661175739830800000,47306202125244300,97661175739830800000,97661175739830800000,,47306202125244300,
,2449.717,79273.7144386452,840.87543755722,3423.53195319238,51.20000076,,,49070139683846400,49070139683846400,49070139683846400,49070139683846400,49070139683846400,,49070139683846400,49070139683846400,49070139683846400,49070139683846400,49070139683846400,101699499034996000000,49070139683846400,101699499034996000000,101699499034996000000,,49070139683846400,
,2477.388,80619.514010638,853.428382831573,3478.34270848361,51.40000153,,,50886671552498000,50886671552498000,50886671552498000,50886671552498000,50886671552498000,,50886671552498000,50886671552498000,50886671552498000,50886671552498000,50886671552498000,105874626126024000000,50886671552498000,105874626126024000000,105874626126024000000,,50886671552498000,
,2505.213,81979.7174884807,866.089820293426,3533.70013224533,51.59999847,,,52756946746987900,52756946746987900,52756946746987900,52756946746987900,52756946746987900,,52756946746987900,52756946746987900,52756946746987900,52756946746987900,52756946746987900,110190133204206000000,52756946746987900,110190133204206000000,110190133204206000000,,52756946746987900,
,2533.192,83354.373153422,878.85996088028,3589.6068214774,51.80000305,,,54682195099288900,54682195099288900,54682195099288900,54682195099288900,54682195099288900,,54682195099288900,54682195099288900,54682195099288900,54682195099288900,54682195099288900,114649767972475000000,54682195099288900,114649767972475000000,114649767972475000000,,54682195099288900,
,2561.325,84743.5614742097,891.739156154633,3646.06439930473,52,,,56663620644945200,56663620644945200,56663620644945200,56663620644945200,56663620644945200,,56663620644945200,56663620644945200,56663620644945200,56663620644945200,56663620644945200,119257277489084000000,56663620644945200,119257277489084000000,119257277489084000000,,56663620644945200,
,2589.612,86147.3468258418,904.727476428985,3703.07578735216,52.20000076,,,58702464496972800,58702464496972800,58702464496972800,58702464496972800,58702464496972800,,58702464496972800,58702464496972800,58702464496972800,58702464496972800,58702464496972800,124016509212250000000,58702464496972800,124016509212250000000,124016509212250000000,,58702464496972800,
,2618.053,87565.7774895672,917.825413890838,3760.64228411963,52.40000153,,,60799984728122900,60799984728122900,60799984728122900,60799984728122900,60799984728122900,,60799984728122900,60799984728122900,60799984728122900,60799984728122900,60799984728122900,128931412650152000000,60799984728122900,128931412650152000000,128931412650152000000,,60799984728122900,
,2646.648,88998.9339341335,931.033038852692,3818.766486607,52.59999847,,,62957448598310500,62957448598310500,62957448598310500,62957448598310500,62957448598310500,,62957448598310500,62957448598310500,62957448598310500,62957448598310500,62957448598310500,134005916465998000000,62957448598310500,134005916465998000000,134005916465998000000,,62957448598310500,
,2675.397,90446.8724876642,944.350702877045,3877.45034256415,52.80000305,,,65176151672290300,65176151672290300,65176151672290300,65176151672290300,65176151672290300,,65176151672290300,65176151672290300,65176151672290300,65176151672290300,65176151672290300,139244162556541000000,65176151672290300,139244162556541000000,139244162556541000000,,65176151672290300,
,2704.3,91909.6575251576,957.778687213898,3936.69612436597,53,,,67457410810173800,67457410810173800,67457410810173800,67457410810173800,67457410810173800,,67457410810173800,67457410810173800,67457410810173800,67457410810173800,67457410810173800,144650220941982000000,67457410810173800,144650220941982000000,144650220941982000000,,67457410810173800,
,2733.357,93387.3614684865,971.317202800751,3996.50577976235,53.20000076,,,69802545571392000,69802545571392000,69802545571392000,69802545571392000,69802545571392000,,69802545571392000,69802545571392000,69802545571392000,69802545571392000,69802545571392000,150228357684810000000,69802545571392000,150228357684810000000,150228357684810000000,,69802545571392000,
,2762.568,94880.0406457745,984.966530887604,4056.88125650319,53.40000153,,,72212937936923700,72212937936923700,72212937936923700,72212937936923700,72212937936923700,,72212937936923700,72212937936923700,72212937936923700,72212937936923700,72212937936923700,155982860961995000000,72212937936923700,155982860961995000000,155982860961995000000,,72212937936923700,
,2791.933,96387.7433382701,998.726812576294,4117.82515158834,53.59999847,,,74689915890850600,74689915890850600,74689915890850600,74689915890850600,74689915890850600,,74689915890850600,74689915890850600,74689915890850600,74689915890850600,74689915890850600,161918067819652000000,74689915890850600,161918067819652000000,161918067819652000000,,74689915890850600,
,2821.452,97910.5500147212,1012.59846878815,4179.33908814272,53.80000305,,,77234901297539600,77234901297539600,77234901297539600,77234901297539600,77234901297539600,,77234901297539600,77234901297539600,77234901297539600,77234901297539600,77234901297539600,168038470154562000000,77234901297539600,168038470154562000000,168038470154562000000,,77234901297539600,
,2851.125,99448.5330970008,1026.581640625,4241.42533854121,54,,,79849285436530100,79849285436530100,79849285436530100,79849285436530100,79849285436530100,,79849285436530100,79849285436530100,79849285436530100,79849285436530100,79849285436530100,174348606924882000000,79849285436530100,174348606924882000000,174348606924882000000,,79849285436530100,
,2880.952,101001.740866357,1040.67660933685,4304.08617515868,54.20000076,,,82534508921856000,82534508921856000,82534508921856000,82534508921856000,82534508921856000,,82534508921856000,82534508921856000,82534508921856000,82534508921856000,82534508921856000,180853060140244000000,82534508921856000,180853060140244000000,180853060140244000000,,82534508921856000,
,2910.933,102570.229650915,1054.88365617371,4367.32289649506,54.40000153,,,85292019581387800,85292019581387800,85292019581387800,85292019581387800,85292019581387800,,85292019581387800,85292019581387800,85292019581387800,85292019581387800,85292019581387800,187556570271374000000,85292019581387800,187556570271374000000,187556570271374000000,,85292019581387800,
,2941.068,104154.071872545,1069.20299207306,4431.13874880018,54.59999847,,,88123270851476100,88123270851476100,88123270851476100,88123270851476100,88123270851476100,,88123270851476100,88123270851476100,88123270851476100,88123270851476100,88123270851476100,194463861748611000000,88123270851476100,194463861748611000000,194463861748611000000,,88123270851476100,
,2971.357,105753.331906248,1083.63489828491,4495.53470594899,54.80000305,,,91029776529866700,91029776529866700,91029776529866700,91029776529866700,91029776529866700,,91029776529866700,91029776529866700,91029776529866700,91029776529866700,91029776529866700,201579830110272000000,91029776529866700,201579830110272000000,201579830110272000000,,91029776529866700,
,3001.8,107368.082173895,1098.17951543426,4560.51368956632,55,,,94013040358399100,94013040358399100,94013040358399100,94013040358399100,94013040358399100,,94013040358399100,94013040358399100,94013040358399100,94013040358399100,94013040358399100,208909415547191000000,94013040358399100,208909415547191000000,208909415547191000000,,94013040358399100,
,3032.397,108998.362909861,1112.83726539612,4626.07732277709,55.20000076,,,97074579200121600,97074579200121600,97074579200121600,97074579200121600,97074579200121600,,97074579200121600,97074579200121600,97074579200121600,97074579200121600,97074579200121600,216457628951714000000,97074579200121600,216457628951714000000,216457628951714000000,,97074579200121600,
,3063.148,110644.238489144,1127.60828879547,4692.2275533312,55.40000153,,,100215964130440000,100215964130440000,100215964130440000,100215964130440000,100215964130440000,,100215964130440000,100215964130440000,100215964130440000,100215964130440000,100215964130440000,224229670654482000000,100215964130440000,224229670654482000000,224229670654482000000,,100215964130440000,
,3094.053,112305.797427366,1142.49279656982,4758.96665360352,55.59999847,,,103438771399652000,103438771399652000,103438771399652000,103438771399652000,103438771399652000,,103438771399652000,103438771399652000,103438771399652000,103438771399652000,103438771399652000,232230658047119000000,103438771399652000,232230658047119000000,232230658047119000000,,103438771399652000,
,3125.112,113983.071912026,1157.49114028168,4826.29657134394,55.80000305,,,106744565459931000,106744565459931000,106744565459931000,106744565459931000,106744565459931000,,106744565459931000,106744565459931000,106744565459931000,106744565459931000,106744565459931000,240465911251018000000,106744565459931000,240465911251018000000,240465911251018000000,,106744565459931000,
,3156.325,115676.142411873,1172.60346055603,4894.21957892735,56,,,110134989614484000,110134989614484000,110134989614484000,110134989614484000,110134989614484000,,110134989614484000,110134989614484000,110134989614484000,110134989614484000,110134989614484000,248940883091918000000,110134989614484000,248940883091918000000,248940883091918000000,,110134989614484000,
,3187.692,117385.057208154,1187.82996880722,4962.73729947866,56.20000076,,,113611665262387000,113611665262387000,113611665262387000,113611665262387000,113611665262387000,,113611665262387000,113611665262387000,113611665262387000,113611665262387000,113611665262387000,257660935582415000000,113611665262387000,257660935582415000000,257660935582415000000,,113611665262387000,
,3219.213,119109.896769619,1203.17115626907,5031.85232999772,56.40000153,,,117176280767918000,117176280767918000,117176280767918000,117176280767918000,117176280767918000,,117176280767918000,117176280767918000,117176280767918000,117176280767918000,117176280767918000,266631710489030000000,117176280767918000,266631710489030000000,266631710489030000000,,117176280767918000,
,3250.888,120850.709377514,1218.62695310593,5101.56629360945,56.59999847,,,120830479944532000,120830479944532000,120830479944532000,120830479944532000,120830479944532000,,120830479944532000,120830479944532000,120830479944532000,120830479944532000,120830479944532000,275858860243776000000,120830479944532000,275858860243776000000,275858860243776000000,,120830479944532000,
,3282.717,122607.559406839,1234.19778119278,5171.88113806375,56.80000305,,,124575974752996000,124575974752996000,124575974752996000,124575974752996000,124575974752996000,,124575974752996000,124575974752996000,124575974752996000,124575974752996000,124575974752996000,285348088057627000000,124575974752996000,285348088057627000000,285348088057627000000,,124575974752996000,
,3314.7,124380.511232592,1249.88378115463,5242.79913573548,57,,,128414507584645000,128414507584645000,128414507584645000,128414507584645000,128414507584645000,,128414507584645000,128414507584645000,128414507584645000,128414507584645000,128414507584645000,295105365976468000000,128414507584645000,295105365976468000000,295105365976468000000,,128414507584645000,
,3346.837,126169.621182896,1265.68537486649,5314.32223437455,57.20000076,,,132347796648883000,132347796648883000,132347796648883000,132347796648883000,132347796648883000,,132347796648883000,132347796648883000,132347796648883000,132347796648883000,132347796648883000,305136493727747000000,132347796648883000,305136493727747000000,305136493727747000000,,132347796648883000,
,3379.128,127974.95363275,1281.60256232834,5386.45238173085,57.40000153,,,136377641114189000,136377641114189000,136377641114189000,136377641114189000,136377641114189000,,136377641114189000,136377641114189000,136377641114189000,136377641114189000,136377641114189000,315447597779565000000,136377641114189000,315447597779565000000,315447597779565000000,,136377641114189000,
,3411.573,129796.572957151,1297.63576541519,5459.19152555428,57.59999847,,,140505817863111000,140505817863111000,140505817863111000,140505817863111000,140505817863111000,,140505817863111000,140505817863111000,140505817863111000,140505817863111000,140505817863111000,326044822426107000000,140505817863111000,326044822426107000000,326044822426107000000,,140505817863111000,
,3444.172,131634.535484223,1313.78512475204,5532.54193821971,57.80000305,,,144734125102929000,144734125102929000,144734125102929000,144734125102929000,144734125102929000,,144734125102929000,144734125102929000,144734125102929000,144734125102929000,144734125102929000,336934351831016000000,144734125102929000,336934351831016000000,336934351831016000000,,144734125102929000,
,3476.925,133488.905588964,1330.0507809639,5606.50524285206,58,,,149064425266225000,149064425266225000,149064425266225000,149064425266225000,149064425266225000,,149064425266225000,149064425266225000,149064425266225000,149064425266225000,149064425266225000,348122471530555000000,149064425266225000,348122471530555000000,348122471530555000000,,149064425266225000,
,3509.832,135359.747646373,1346.43315592575,5681.08371182619,58.20000076,,,153498574901468000,153498574901468000,153498574901468000,153498574901468000,153498574901468000,,153498574901468000,153498574901468000,153498574901468000,153498574901468000,153498574901468000,359615721159761000000,153498574901468000,359615721159761000000,359615721159761000000,,153498574901468000,
,3542.893,137247.109937698,1362.9325308876,5756.279617517,58.40000153,,,158038460950549000,158038460950549000,158038460950549000,158038460950549000,158038460950549000,,158038460950549000,158038460950549000,158038460950549000,158038460950549000,158038460950549000,371420659154440000000,158038460950549000,371420659154440000000,371420659154440000000,,158038460950549000,
,3576.108,139151.064884812,1379.54890584946,5832.09490767437,58.59999847,,,162685962027022000,162685962027022000,162685962027022000,162685962027022000,162685962027022000,,162685962027022000,162685962027022000,162685962027022000,162685962027022000,162685962027022000,383543778720394000000,162685962027022000,383543778720394000000,383543778720394000000,,162685962027022000,
,3609.477,141071.692956463,1396.28256253815,5908.53023154827,58.80000305,,,167443038280755000,167443038280755000,167443038280755000,167443038280755000,167443038280755000,,167443038280755000,167443038280755000,167443038280755000,167443038280755000,167443038280755000,395991998389114000000,167443038280755000,395991998389114000000,395991998389114000000,,167443038280755000,
,3643,143009.0102464,1413.133921875,5985.58948463849,59,,,172311594025056000,172311594025056000,172311594025056000,172311594025056000,172311594025056000,,172311594025056000,172311594025056000,172311594025056000,172311594025056000,172311594025056000,408771996021350000000,172311594025056000,408771996021350000000,408771996021350000000,,172311594025056000,
,3676.677,144963.097223371,1430.10298433685,6063.27396544496,,,,177293691221024000,177293691221024000,177293691221024000,177293691221024000,177293691221024000,,177293691221024000,177293691221024000,177293691221024000,177293691221024000,177293691221024000,,177293691221024000,,,,177293691221024000,
,3710.508,146934.034356125,1447.19017179871,6141.58497246761,,,,218869540634692000,218869540634692000,218869540634692000,218869540634692000,218869540634692000,,218869540634692000,218869540634692000,218869540634692000,218869540634692000,218869540634692000,,218869540634692000,,,,218869540634692000,
,3744.493,148921.83773841,1464.39562488556,6220.5251027063,,,,262648949047489000,262648949047489000,262648949047489000,262648949047489000,262648949047489000,,262648949047489000,262648949047489000,262648949047489000,262648949047489000,262648949047489000,,262648949047489000,,,,262648949047489000,
,3778.632,150926.620026473,1481.71948422241,6300.09630391092,,,,308705698749966000,308705698749966000,308705698749966000,308705698749966000,308705698749966000,,308705698749966000,308705698749966000,308705698749966000,308705698749966000,308705698749966000,,308705698749966000,,,,308705698749966000,
,3812.925,152948.413407814,1499.16217168427,6380.29987458141,,,,357115257370758000,357115257370758000,357115257370758000,357115257370758000,357115257370758000,,357115257370758000,357115257370758000,357115257370758000,357115257370758000,357115257370758000,,357115257370758000,,,,357115257370758000,
,3847.372,154987.28225743,1516.72368727112,6461.13906096758,,,,407954875580283000,407954875580283000,407954875580283000,407954875580283000,407954875580283000,,407954875580283000,407954875580283000,407954875580283000,407954875580283000,407954875580283000,,407954875580283000,,,,407954875580283000,
,3881.973,157043.274856571,1534.40459348297,6542.61516156937,,,,461303465780322000,461303465780322000,461303465780322000,461303465780322000,461303465780322000,,461303465780322000,461303465780322000,461303465780322000,461303465780322000,461303465780322000,,461303465780322000,,,,461303465780322000,
,3916.728,159116.471673984,1552.20474969482,6624.72947488672,,,,517241659716322000,517241659716322000,517241659716322000,517241659716322000,517241659716322000,,517241659716322000,517241659716322000,517241659716322000,517241659716322000,517241659716322000,,517241659716322000,,,,517241659716322000,
,3951.637,161206.920990918,1570.12443715668,6707.48524716943,,,,575851810848953000,575851810848953000,575851810848953000,575851810848953000,575851810848953000,,575851810848953000,575851810848953000,575851810848953000,575851810848953000,575851810848953000,,575851810848953000,,,,575851810848953000,
,3986.7,163314.687182371,1588.16421836853,6790.88312766748,,,,637218420559707000,637218420559707000,637218420559707000,637218420559707000,637218420559707000,,637218420559707000,637218420559707000,637218420559707000,637218420559707000,637218420559707000,,637218420559707000,,,,637218420559707000,
,4021.917,165439.818529591,1606.32395270538,6874.92636263069,,,,701427416459328000,701427416459328000,701427416459328000,701427416459328000,701427416459328000,,701427416459328000,701427416459328000,701427416459328000,701427416459328000,701427416459328000,,701427416459328000,,,,701427416459328000,
,4057.288,167582.395501327,1624.60406204224,6959.61560130904,,,,768566954190013000,768566954190013000,768566954190013000,768566954190013000,768566954190013000,,768566954190013000,768566954190013000,768566954190013000,768566954190013000,768566954190013000,,768566954190013000,,,,768566954190013000,
,4092.813,169742.482472576,1643.00468700409,7044.95344070237,,,,838726676975303000,838726676975303000,838726676975303000,838726676975303000,838726676975303000,,838726676975303000,838726676975303000,838726676975303000,838726676975303000,838726676975303000,,838726676975303000,,,,838726676975303000,
,4128.492,171920.079443339,1661.52596821594,7130.94182856058,,,,911998436178904000,911998436178904000,911998436178904000,911998436178904000,911998436178904000,,911998436178904000,911998436178904000,911998436178904000,911998436178904000,911998436178904000,,911998436178904000,,,,911998436178904000,
,4164.325,174115.347351111,1680.1683275528,7217.58336188353,,,,988475722851860000,988475722851860000,988475722851860000,988475722851860000,988475722851860000,,988475722851860000,988475722851860000,988475722851860000,988475722851860000,988475722851860000,,988475722851860000,,,,988475722851860000,
,4200.312,176328.237914644,1698.93190563965,7304.87804067123,,,,1068254842780460000,1068254842780460000,1068254842780460000,1068254842780460000,1068254842780460000,,1068254842780460000,1068254842780460000,1068254842780460000,1068254842780460000,1068254842780460000,,1068254842780460000,,,,1068254842780460000,
,4236.453,178558.895977683,1717.8168431015,7392.82976042346,,,,1151432630968290000,1151432630968290000,1151432630968290000,1151432630968290000,1151432630968290000,,1151432630968290000,1151432630968290000,1151432630968290000,1151432630968290000,1151432630968290000,,1151432630968290000,,,,1151432630968290000,
,4272.748,180807.321540229,1736.82328151703,7481.43981964015,,,,1238109505790240000,1238109505790240000,1238109505790240000,1238109505790240000,1238109505790240000,,1238109505790240000,1238109505790240000,1238109505790240000,1238109505790240000,1238109505790240000,,1238109505790240000,,,,1238109505790240000,
,4309.197,183073.627258528,1755.95178147888,7570.70951682123,,,,1328386919553130000,1328386919553130000,1328386919553130000,1328386919553130000,1328386919553130000,,1328386919553130000,1328386919553130000,1328386919553130000,1328386919553130000,1328386919553130000,,1328386919553130000,,,,1328386919553130000,
,4345.8,185357.82922633,1775.20234394073,7660.64144896656,,,,1422368201760980000,1422368201760980000,1422368201760980000,1422368201760980000,1422368201760980000,,1422368201760980000,1422368201760980000,1422368201760980000,1422368201760980000,1422368201760980000,,1422368201760980000,,,,1422368201760980000,
,4382.557,187659.991818633,1794.57510952759,7751.23691457608,,,,1520159949525470000,1520159949525470000,1520159949525470000,1520159949525470000,1520159949525470000,,1520159949525470000,1520159949525470000,1520159949525470000,1520159949525470000,1520159949525470000,,1520159949525470000,,,,1520159949525470000,
,4419.468,189980.179410435,1814.07050011444,7842.49851064963,,,,1621870225280880000,1621870225280880000,1621870225280880000,1621870225280880000,1621870225280880000,,1621870225280880000,1621870225280880000,1621870225280880000,1621870225280880000,1621870225280880000,,1621870225280880000,,,,1621870225280880000,
,4456.533,192318.472470485,1833.68837507629,7934.42818493713,,,,1727608527401400000,1727608527401400000,1727608527401400000,1727608527401400000,1727608527401400000,,1727608527401400000,1727608527401400000,1727608527401400000,1727608527401400000,1727608527401400000,,1727608527401400000,,,,1727608527401400000,
,4493.752,194674.90318628,1853.42943753815,8027.02658668852,,,,1837487739522430000,1837487739522430000,1837487739522430000,1837487739522430000,1837487739522430000,,1837487739522430000,1837487739522430000,1837487739522430000,1837487739522430000,1837487739522430000,,1837487739522430000,,,,1837487739522430000,
,4531.125,197049.53593282,1873.293546875,8120.2976114036,,,,1951622355274610000,1951622355274610000,1951622355274610000,1951622355274610000,1951622355274610000,,1951622355274610000,1951622355274610000,1951622355274610000,1951622355274610000,1951622355274610000,,1951622355274610000,,,,1951622355274610000,
,4568.652,199442.451178852,1893.28112496185,8214.24125908238,,,,2070129312389740000,2070129312389740000,2070129312389740000,2070129312389740000,2070129312389740000,,2070129312389740000,2070129312389740000,2070129312389740000,2070129312389740000,2070129312389740000,,2070129312389740000,,,,2070129312389740000,
,4606.333,201853.681111876,1913.39217179871,8308.86077597467,,,,2193127854018250000,2193127854018250000,2193127854018250000,2193127854018250000,2193127854018250000,,2193127854018250000,2193127854018250000,2193127854018250000,2193127854018250000,2193127854018250000,,2193127854018250000,,,,2193127854018250000,
,4644.168,204283.290106889,1933.62710926056,8404.1574605804,,,,2320738723557820000,2320738723557820000,2320738723557820000,2320738723557820000,2320738723557820000,,2320738723557820000,2320738723557820000,2320738723557820000,2320738723557820000,2320738723557820000,,2320738723557820000,,,,2320738723557820000,
,4682.157,206731.32644514,1953.98593734741,8500.13326064948,,,,2453086505684200000,2453086505684200000,2453086505684200000,2453086505684200000,2453086505684200000,,2453086505684200000,2453086505684200000,2453086505684200000,2453086505684200000,2453086505684200000,,2453086505684200000,,,,2453086505684200000,
,4720.3,209197.886689126,1974.46921855926,8596.79012393179,,,,2590296749324920000,2590296749324920000,2590296749324920000,2590296749324920000,2590296749324920000,,2590296749324920000,2590296749324920000,2590296749324920000,2590296749324920000,2590296749324920000,,2590296749324920000,,,,2590296749324920000,
,4758.597,211682.970838849,1995.07667164612,8694.12934892726,,,,2732498336524160000,2732498336524160000,2732498336524160000,2732498336524160000,2732498336524160000,,2732498336524160000,2732498336524160000,2732498336524160000,2732498336524160000,2732498336524160000,,2732498336524160000,,,,2732498336524160000,
,4797.048,214186.707644302,2015.80899973297,8792.15353263577,,,,2879821824552750000,2879821824552750000,2879821824552750000,2879821824552750000,2879821824552750000,,2879821824552750000,2879821824552750000,2879821824552750000,2879821824552750000,2879821824552750000,,2879821824552750000,,,,2879821824552750000,
,4835.653,216709.097105488,2036.66606219482,8890.86462280719,,,,3032400471218520000,3032400471218520000,3032400471218520000,3032400471218520000,3032400471218520000,,3032400471218520000,3032400471218520000,3032400471218520000,3032400471218520000,3032400471218520000,,3032400471218520000,,,,3032400471218520000,
,4874.412,219250.203597404,2057.64828090668,8990.26391794146,,,,3190370417979460000,3190370417979460000,3190370417979460000,3190370417979460000,3190370417979460000,,3190370417979460000,3190370417979460000,3190370417979460000,3190370417979460000,3190370417979460000,,3190370417979460000,,,,3190370417979460000,
,4913.325,221810.123682547,2078.75565586853,9090.35401503844,,,,3353870048768790000,3353870048768790000,3353870048768790000,3353870048768790000,3353870048768790000,,3353870048768790000,3353870048768790000,3353870048768790000,3353870048768790000,3353870048768790000,,3353870048768790000,,,,3353870048768790000,
,4952.392,224388.889548417,2099.98860895538,9191.13621259806,,,,3523040558276740000,3523040558276740000,3523040558276740000,3523040558276740000,3523040558276740000,,3523040558276740000,3523040558276740000,3523040558276740000,3523040558276740000,3523040558276740000,,3523040558276740000,,,,3523040558276740000,
,4991.613,226986.565570012,2121.34728079224,9292.61245837021,,,,3698024854068800000,3698024854068800000,3698024854068800000,3698024854068800000,3698024854068800000,,3698024854068800000,3698024854068800000,3698024854068800000,3698024854068800000,3698024854068800000,,3698024854068800000,,,,3698024854068800000,
,5030.988,229603.20002858,2142.83181200409,9394.78405085483,,,,3878968332839580000,3878968332839580000,3878968332839580000,3878968332839580000,3878968332839580000,,3878968332839580000,3878968332839580000,3878968332839580000,3878968332839580000,3878968332839580000,,3878968332839580000,,,,3878968332839580000,
,5070.517,232238.84120537,2164.44248384094,9497.65423630173,,,,4066021273701040000,4066021273701040000,4066021273701040000,4066021273701040000,4066021273701040000,,4066021273701040000,4066021273701040000,4066021273701040000,4066021273701040000,4066021273701040000,,4066021273701040000,,,,4066021273701040000,
,5110.2,234893.56956913,2186.1795775528,9601.22366396089,,,,4259333803077450000,4259333803077450000,4259333803077450000,4259333803077450000,4259333803077450000,,4259333803077450000,4259333803077450000,4259333803077450000,4259333803077450000,4259333803077450000,,4259333803077450000,,,,4259333803077450000,
,5150.037,237567.449494857,2208.04309313965,9705.49493083216,,,,4459060640910610000,4459060640910610000,4459060640910610000,4459060640910610000,4459060640910610000,,4459060640910610000,4459060640910610000,4459060640910610000,4459060640910610000,4459060640910610000,,4459060640910610000,,,,4459060640910610000,
,5190.028,240260.497076303,2230.0333118515,9810.46933541548,,,,4665358456521660000,4665358456521660000,4665358456521660000,4665358456521660000,4665358456521660000,,4665358456521660000,4665358456521660000,4665358456521660000,4665358456521660000,4665358456521660000,,4665358456521660000,,,,4665358456521660000,
,5230.173,242972.808875963,2252.15051493835,9916.14882546074,,,,4878386332899870000,4878386332899870000,4878386332899870000,4878386332899870000,4878386332899870000,,4878386332899870000,4878386332899870000,4878386332899870000,4878386332899870000,4878386332899870000,,4878386332899870000,,,,4878386332899870000,
,5270.472,245704.433175087,2274.39498460388,10022.5353487178,,,,5098306837590450000,5098306837590450000,5098306837590450000,5098306837590450000,5098306837590450000,,5098306837590450000,5098306837590450000,5098306837590450000,5098306837590450000,5098306837590450000,,5098306837590450000,,,,5098306837590450000,
,5310.925,248455.434348673,2296.76671894073,10129.6308529366,,,,5325284989326390000,5325284989326390000,5325284989326390000,5325284989326390000,5325284989326390000,,5325284989326390000,5325284989326390000,5325284989326390000,5325284989326390000,5325284989326390000,,5325284989326390000,,,,5325284989326390000,
,5351.532,251225.860677969,2319.26585952759,10237.4372858671,,,,5559489476783360000,5559489476783360000,5559489476783360000,5559489476783360000,5559489476783360000,,5559489476783360000,5559489476783360000,5559489476783360000,5559489476783360000,5559489476783360000,,5559489476783360000,,,,5559489476783360000,
,5392.293,254015.760444224,2341.89296886444,10345.9559460091,,,,5801090647522850000,5801090647522850000,5801090647522850000,5801090647522850000,5801090647522850000,,5801090647522850000,5801090647522850000,5801090647522850000,5801090647522850000,5801090647522850000,,5801090647522850000,,,,5801090647522850000,
,5433.208,256825.181928687,2364.64790632629,10455.1894303625,,,,6050262592650660000,6050262592650660000,6050262592650660000,6050262592650660000,6050262592650660000,,6050262592650660000,6050262592650660000,6050262592650660000,6050262592650660000,6050262592650660000,,6050262592650660000,,,,6050262592650660000,
,5474.277,259654.205600105,2387.53109378815,10565.1390374272,,,,6307181171056480000,6307181171056480000,6307181171056480000,6307181171056480000,6307181171056480000,,6307181171056480000,6307181171056480000,6307181171056480000,6307181171056480000,6307181171056480000,,6307181171056480000,,,,6307181171056480000,
,5515.5,262502.895833477,2410.5628125,10675.8060657032,,,,6572026337548270000,6572026337548270000,6572026337548270000,6572026337548270000,6572026337548270000,,6572026337548270000,6572026337548270000,6572026337548270000,6572026337548270000,6572026337548270000,,6572026337548270000,,,,6572026337548270000,
,5556.877,265371.300910052,2433.77791777801,10787.1937614404,,,,6844981689731560000,6844981689731560000,6844981689731560000,6844981689731560000,6844981689731560000,,6844981689731560000,6844981689731560000,6844981689731560000,6844981689731560000,6844981689731560000,,6844981689731560000,,,,6844981689731560000,
